school,year,race,orientation,major,legacy,highschool,gender,geography,financialAid,athlete,affiliation,How do you view your intelligence compared with that of the average student who is studying the same subject as you are?,How do you view your intelligence compared with that of your average peer from your high school?,How do you view your intelligence compared with that of the average student on your campus?,What restaurant serves the best thai food in Hanover?,What restaurant serves the best pizza in Hanover?,What restaurant serves the best burger in Hanover?,Please select up to three of your favorite restaurants in Hanover. ,"Overall, what DDS location serves the best food?",What DDS location serves the best coffee?,What restaurant cuisine do you think is most missing from Hanover?\n,"During an average term, how often do you eat in a restaurant off-campus?",Which on-Campus dining plan do you think is the best?,"What advice, if any, would you give to other students about dining on or off campus?",What do you think is the best dish in Hanover?\n
Dartmouth,2018,asian,heterosexual/straight,Psychological and Brain Sciences,no,public,woman,New England,no,none,sorority,Much higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"History, Economics",yes,private,man,International,no,none,none,Slightly higher,Average,Slightly higher,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,"Chemistry, Biological Sciences, Mathematics",no,public,man,New England,yes,none,none,Slightly higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,other,yes,other,man,International,no,varsity,none,Slightly lower,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Undecided,yes,private,woman,Mid-Atlantic,no,varsity,none,Slightly lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Chemistry, Biological Sciences",no,public,woman,New England,no,club,none,Much higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,,,,,,,,,,,,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"Economics, Psychological and Brain Sciences",no,private,man,West,yes,varsity,none,Much higher,Much higher,Much higher,,,,,,,,,,,
Princeton,2021,white,heterosexual/straight,"Economics, Finance, Asian/Mideast Studies",no,public,woman,South,yes,club,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2018,other,heterosexual/straight,"Music, other",no,private,man,International,yes,none,fraternity,Much lower,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,asian,heterosexual/straight,Undecided,no,public,woman,Mid-Atlantic,yes,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,"Economics, Computer Science",no,public,man,New England,no,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Cornell,2021,asian,heterosexual/straight,"Computer Science, Fine Arts, Music",no,public,woman,West,no,none,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,two or more races,heterosexual/straight,"Psychological and Brain Sciences, Pre-Medical",no,public,woman,South,yes,none,none,Slightly lower,Slightly higher,Slightly lower,,,,,,,,,,,
Princeton,2021,asian,questioning,"Computer Science, Economics",no,public,woman,Mid-Atlantic,no,none,none,Much higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2020,hispanic/latino,gay/lesbian,"Pre-Medical, Cognitive Science, Women‰Ûªs and Gender Studies (and Sexuality)",no,parochial,woman,Midwest,yes,none,coed,Slightly lower,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"Chemistry, Engineering Sciences, Music",yes,public,woman,Mid-Atlantic,yes,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Computer Science, Mathematics",no,public,man,International,yes,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Mathematics, Physics and Astronomy",no,private,woman,Midwest,no,club,none,Much lower,Average,Slightly lower,,,,,,,,,,,
Dartmouth,2021,american indian,heterosexual/straight,"Biological Sciences, Native American Studies, Studio Art",no,public,woman,Midwest,yes,none,none,Slightly lower,Slightly lower,Slightly higher,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,Psychological and Brain Sciences,yes,public,woman,Mid-Atlantic,no,none,sorority,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Computer Science,yes,public,man,New England,yes,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,asian,heterosexual/straight,Computer Science,no,public,woman,Midwest,yes,club,sorority,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Cognitive Science,yes,private,woman,South,no,none,none,Slightly higher,Much higher,Average,,,,,,,,,,,
Dartmouth,,,,,,,,,,,,Much higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2018,hispanic/latino,bisexual,"Music, Asian/Mideast Lang & Lit",no,public,woman,South,yes,none,none,Slightly lower,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Economics,yes,public,man,Midwest,no,club,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,,,,,,,,,,,,Slightly lower,Slightly higher,Much lower,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,other,no,public,woman,New England,no,none,none,Slightly higher,Much higher,Average,,,,,,,,,,,
Dartmouth,,,,,,,,,,,,Slightly higher,Average,Slightly higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Engineering Sciences, Computer Science",no,public,man,West,no,none,none,Slightly higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,Political Science,yes,public,woman,West,yes,none,none,Average,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Biological Sciences,yes,private,man,South,no,other,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"English, Political Science, History",no,private,man,West,no,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,black or african-american,,"Engineering Sciences, Studio Art",yes,private,woman,South,no,none,none,Average,Average,Much lower,,,,,,,,,,,
Brown,2020,white,bisexual,"Biological Sciences, English",no,public,woman,New England,no,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Columbia,2018,white,heterosexual/straight,"Neuroscience, Philosophy",no,public,woman,Midwest,no,none,sorority,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
UPenn,2020,asian,heterosexual/straight,Sociology,no,private,man,International,no,none,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Yale,2021,white,heterosexual/straight,"Engineering Sciences, Pre-Medical",no,public,woman,New England,yes,club,none,Average,Much higher,Slightly higher,,,,,,,,,,,
UPenn,2021,white,queer,"Political Science, Public Policy, Russian",no,public,woman,Mid-Atlantic,yes,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Yale,2020,white,heterosexual/straight,"Physics and Astronomy, Mathematics",yes,private,man,Mid-Atlantic,no,club,fraternity,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
UPenn,2020,white,heterosexual/straight,Psychological and Brain Sciences,no,public,woman,Mid-Atlantic,yes,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Yale,2019,asian,heterosexual/straight,"Asian/Mideast Studies, Biochemistry and Molecular Biology, Political Science",no,public,man,South,yes,none,none,Slightly higher,Slightly higher,Average,,,,,,,,,,,
Brown,2020,white,questioning,"Education, History",no,private,woman,New England,yes,none,none,Average,Much higher,Average,,,,,,,,,,,
Columbia,2017,asian,heterosexual/straight,Engineering Sciences,no,private,woman,International,no,club,none,Slightly higher,Much higher,Much higher,,,,,,,,,,,
UPenn,2019,hispanic/latino,heterosexual/straight,"Environmental Studies, English",no,private,man,New England,other,club,none,Much higher,Much higher,Much higher,,,,,,,,,,,
UPenn,2020,white,bisexual,"Computer Science, Mathematics",no,public,woman,Mid-Atlantic,yes,varsity,none,Slightly lower,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2021,asian,heterosexual/straight,Statistics,no,public,man,Mid-Atlantic,yes,none,none,Average,Slightly higher,Slightly higher,,,,,,,,,,,
Brown,2020,white,heterosexual/straight,Development Studies,no,public,woman,South,yes,none,none,Slightly higher,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Theater, Political Science, Economics",no,public,man,New England,yes,none,none,Slightly lower,Much higher,Slightly lower,,,,,,,,,,,
Cornell,2021,asian,other,Undecided,no,public,woman,West,yes,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Harvard,2018,white,pansexual,"English, Philosophy",no,public,woman,Mid-Atlantic,yes,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Columbia,2021,white,bisexual,"Political Science, Philosophy",no,public,woman,Mid-Atlantic,no,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Harvard,2019,white,heterosexual/straight,Economics,no,public,woman,West,yes,none,sorority,Average,Much higher,Slightly lower,,,,,,,,,,,
Brown,2018,other,other,"Biological Sciences, Computer Science",no,public,other,New England,no,none,none,Much higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2021,asian,heterosexual/straight,"Chemistry, Computer Science, Environmental Studies",yes,private,man,International,no,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Cornell,2021,black or african-american,bisexual,"Biological Sciences, Pre-Medical",yes,private,woman,Mid-Atlantic,yes,none,none,Much higher,Slightly higher,Much higher,,,,,,,,,,,
Yale,2021,white,heterosexual/straight,"Undecided, Economics, Political Science",yes,public,"man, transgender male",New England,no,none,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Cornell,2021,black or african-american,bisexual,other,no,public,woman,Mid-Atlantic,yes,none,none,Average,Much higher,Average,,,,,,,,,,,
UPenn,2021,white,heterosexual/straight,Engineering Sciences,no,public,woman,New England,yes,none,none,Slightly lower,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,"Political Science, Music",no,public,man,Midwest,yes,none,none,Slightly lower,Much higher,Slightly lower,,,,,,,,,,,
UPenn,2021,asian,heterosexual/straight,Philosophy,no,public,woman,International,yes,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Physics and Astronomy,no,public,man,New England,no,club,none,Average,Much higher,Average,,,,,,,,,,,
Columbia,2021,white,gay/lesbian,"Women‰Ûªs and Gender Studies (and Sexuality), Theater, other",no,other,man,New England,no,none,none,Slightly higher,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2021,asian,heterosexual/straight,"Computer Science, Mathematics",no,public,man,New England,no,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Undecided, Economics",no,private,man,New England,no,club,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Columbia,2021,white,heterosexual/straight,"Economics, Political Science",no,private,man,International,no,club,none,Slightly higher,Slightly higher,Much higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Undecided, Classics, Mathematics",no,private,man,Mid-Atlantic,yes,none,none,Slightly higher,Slightly higher,Slightly higher,,,,,,,,,,,
Cornell,2020,white,bisexual,"Biological Sciences, Pre-Medical",no,public,woman,Mid-Atlantic,yes,varsity,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Pre-Medical,no,private,man,Midwest,no,club,none,Average,Average,Slightly lower,,,,,,,,,,,
UPenn,2021,asian,queer,"Engineering Sciences, Earth Sciences",no,private,woman,West,yes,none,coed,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
UPenn,2021,white,heterosexual/straight,Economics,yes,private,woman,Mid-Atlantic,no,none,coed,Slightly lower,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2018,black or african-american,bisexual,Anthropology,no,public,woman,Midwest,yes,club,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,,,,,,,,,,,,Slightly higher,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,two or more races,heterosexual/straight,Economics,no,public,woman,New England,yes,club,none,Slightly lower,Much lower,Slightly lower,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,"Religion, other",no,public,woman,Mid-Atlantic,yes,varsity,sorority,Average,Slightly lower,Slightly lower,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Political Science,no,public,woman,New England,no,club,sorority,Slightly lower,Much higher,Slightly lower,,,,,,,,,,,
Brown,2019,white,bisexual,"Physics and Astronomy, Mathematics",no,public,genderqueer,New England,no,none,none,Slightly lower,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Undecided,yes,private,man,South,no,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,black or african-american,heterosexual/straight,"Engineering Sciences, Physics and Astronomy, Undecided",no,public,man,New England,yes,none,none,Much lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2021,native hawaiian,heterosexual/straight,Undecided,no,private,woman,Non-Continental,yes,none,none,Slightly higher,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2021,two or more races,heterosexual/straight,Engineering Sciences,no,public,woman,West,yes,club,none,Slightly lower,Average,Average,,,,,,,,,,,
Dartmouth,2021,american indian,heterosexual/straight,Undecided,no,public,woman,Non-Continental,yes,none,none,Average,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2019,native hawaiian,heterosexual/straight,"Linguistics, Sociology",no,private,woman,Non-Continental,yes,varsity,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2019,asian,heterosexual/straight,Engineering Sciences,no,public,woman,West,yes,club,none,Average,Average,Average,,,,,,,,,,,
Dartmouth,,,,,,,,,,,,Slightly lower,Slightly higher,Average,,,,,,,,,,,
Harvard,2021,native hawaiian,heterosexual/straight,"Undecided, Pre-Medical, International Relations",no,public,woman,South,yes,varsity,other,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Brown,2021,other,questioning,Film and Media Studies,no,private,woman,International,yes,none,coed,Average,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Undecided,no,public,woman,International,yes,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Harvard,2021,hispanic/latino,bisexual,other,no,public,woman,New England,yes,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Computer Science,yes,private,woman,New England,no,club,none,Slightly higher,Slightly higher,Slightly higher,,,,,,,,,,,
Columbia,2021,white,bisexual,"Biological Sciences, Pre-Medical",yes,private,woman,New England,no,none,none,Average,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Undecided, History",no,private,woman,International,no,none,none,Average,Slightly higher,Slightly higher,,,,,,,,,,,
Brown,2021,white,heterosexual/straight,Engineering Sciences,no,public,man,Mid-Atlantic,no,club,none,Average,Much higher,Average,,,,,,,,,,,
UPenn,2020,asian,heterosexual/straight,English,no,public,woman,Midwest,yes,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,black or african-american,heterosexual/straight,"Sociology, Political Science, Economics",no,public,man,South,yes,varsity,none,Slightly lower,Slightly higher,Slightly lower,,,,,,,,,,,
Harvard,2020,white,pansexual,Biological Sciences,no,public,woman,New England,yes,none,none,Slightly lower,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2018,asian,heterosexual/straight,"Biological Sciences, Anthropology",no,private,woman,International,yes,none,sorority,Average,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,hispanic/latino,heterosexual/straight,Engineering Sciences,no,public,man,West,yes,none,none,Slightly lower,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Pre-Medical, Spanish and Portuguese, Economics",no,private,man,New England,yes,club,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Undecided,no,public,woman,New England,no,varsity,none,Slightly lower,Much higher,Slightly lower,,,,,,,,,,,
UPenn,2021,asian,gay/lesbian,"Economics, Statistics",no,public,man,South,yes,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,hispanic/latino,heterosexual/straight,"Computer Science, Engineering Sciences",no,public,man,West,yes,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2021,two or more races,heterosexual/straight,"Economics, Environmental Studies",no,public,woman,International,yes,varsity,none,Slightly lower,Slightly higher,Much lower,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Undecided,no,private,man,New England,no,none,none,Slightly higher,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"French and Italian, Political Science, History",no,private,man,Mid-Atlantic,no,varsity,none,Average,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2021,asian,heterosexual/straight,Undecided,no,public,woman,New England,yes,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Pre-Medical,yes,public,man,New England,yes,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"English, Film and Media Studies, Women‰Ûªs and Gender Studies (and Sexuality)",no,homeschool,woman,New England,yes,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,Spanish and Portuguese,yes,public,woman,West,yes,club,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"Economics, Mathematics",no,private,man,Mid-Atlantic,no,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Chemistry, Environmental Studies",yes,public,man,New England,yes,none,none,Slightly lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2021,white,gay/lesbian,Political Science,yes,public,man,South,no,club,none,Average,Slightly higher,Slightly lower,,,,,,,,,,,
Columbia,2021,white,heterosexual/straight,"Economics, Business, Philosophy",yes,private,woman,Mid-Atlantic,no,none,none,Slightly higher,Slightly higher,Slightly higher,,,,,,,,,,,
Cornell,2019,white,queer,Hotel Administration,no,other,genderqueer,South,no,club,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2018,other,heterosexual/straight,Economics,no,public,woman,Mid-Atlantic,no,none,none,Slightly lower,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"Mathematics, Physics and Astronomy",no,public,man,New England,yes,club,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,asian,heterosexual/straight,"Anthropology, African/Afr-American Studies, Agricultural/Food Sciences",no,private,man,International,yes,none,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Yale,2018,two or more races,queer,Engineering Sciences,no,public,woman,West,yes,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,"Computer Science, Psychological and Brain Sciences",yes,private,man,South,no,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,asian,heterosexual/straight,"Biological Sciences, Pre-Medical, Mathematics",yes,public,woman,New England,yes,none,none,Average,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,asian,heterosexual/straight,Political Science,no,public,man,West,yes,none,none,Average,Average,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Mathematics, Physics and Astronomy, Biological Sciences",yes,public,woman,West,no,none,none,Slightly lower,Slightly higher,Average,,,,,,,,,,,
Brown,2021,white,questioning,other,no,public,"genderqueer, transgender female",New England,yes,none,none,Slightly lower,Average,Much lower,,,,,,,,,,,
Harvard,2021,white,heterosexual/straight,Undecided,yes,public,woman,South,no,club,none,Slightly lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2018,asian,heterosexual/straight,Economics,no,private,woman,International,yes,none,none,Average,Much higher,Slightly higher,,,,,,,,,,,
UPenn,2021,two or more races,heterosexual/straight,"Political Science, Economics, Philosophy",no,public,woman,South,yes,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,,,,,,,,,,,,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,bisexual,Mathematics,no,public,man,New England,no,none,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Political Science,no,private,man,International,yes,varsity,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Asian/Mideast Studies, Earth Sciences, Political Science",no,private,man,New England,yes,none,none,Slightly higher,Slightly higher,Much higher,,,,,,,,,,,
Princeton,2020,white,heterosexual/straight,Physics and Astronomy,no,other,man,Mid-Atlantic,yes,none,none,Slightly higher,Slightly higher,Slightly higher,,,,,,,,,,,
Yale,2019,black or african-american,heterosexual/straight,"African/Afr-American Studies, Political Science",no,private,man,New England,yes,none,fraternity,Much higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2021,white,bisexual,"Theater, Psychological and Brain Sciences",no,public,woman,West,no,none,none,Slightly lower,Slightly higher,Slightly lower,,,,,,,,,,,
Columbia,2021,black or african-american,heterosexual/straight,Computer Science,no,private,man,Midwest,yes,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Harvard,2020,white,heterosexual/straight,Biological Sciences,no,public,woman,New England,no,none,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,white,bisexual,Engineering Sciences,no,private,man,International,yes,varsity,fraternity,Average,Much higher,Slightly higher,,,,,,,,,,,
Harvard,2020,white,bisexual,Political Science,no,public,man,Midwest,yes,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Brown,2019,white,heterosexual/straight,Education,yes,private,woman,New England,no,none,none,Much higher,Much higher,Much higher,,,,,,,,,,,
Brown,2021,white,bisexual,Physics and Astronomy,no,private,"transgender male, man, genderqueer",Midwest,yes,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2018,asian,heterosexual/straight,"Asian/Mideast Lang & Lit, Economics",no,private,man,International,no,none,fraternity,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"Economics, Political Science",yes,public,man,West,yes,club,none,Slightly lower,Much higher,Slightly lower,,,,,,,,,,,
Cornell,2021,white,heterosexual/straight,Engineering Sciences,yes,private,man,Mid-Atlantic,no,club,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Harvard,2018,white,heterosexual/straight,Physics and Astronomy,no,private,man,New England,yes,club,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Cornell,2019,white,heterosexual/straight,Engineering Sciences,yes,public,woman,Mid-Atlantic,no,none,none,Much higher,Much higher,Much higher,,,,,,,,,,,
Cornell,2020,asian,heterosexual/straight,Engineering Sciences,no,public,woman,West,yes,none,none,Slightly lower,Slightly higher,Average,,,,,,,,,,,
Columbia,2021,white,questioning,Undecided,no,public,man,Midwest,yes,none,none,Much higher,Much higher,Much higher,,,,,,,,,,,
Cornell,2020,two or more races,heterosexual/straight,Architecture,no,public,man,West,yes,none,none,Much higher,Slightly higher,Much higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Engineering Sciences,no,public,man,New England,yes,club,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Columbia,2020,white,bisexual,other,no,public,woman,West,no,none,coed,Much higher,Much higher,Much higher,,,,,,,,,,,
Harvard,2021,black or african-american,heterosexual/straight,Economics,no,public,man,West,yes,club,none,Much higher,Much higher,Slightly higher,,,,,,,,,,,
Brown,2018,asian,heterosexual/straight,Engineering Sciences,no,public,man,New England,no,other,none,Much higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2019,black or african-american,heterosexual/straight,Engineering Sciences,no,public,man,International,yes,club,none,Average,Average,Average,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"Environmental Studies, Economics, Anthropology",no,public,man,New England,no,varsity,none,Slightly lower,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2021,asian,heterosexual/straight,Economics,no,private,man,South,no,none,none,Average,Average,Average,,,,,,,,,,,
Dartmouth,2020,asian,bisexual,Computer Science,no,private,man,Midwest,no,none,none,Average,Slightly lower,Average,,,,,,,,,,,
Dartmouth,2018,white,other,English,no,public,man,New England,yes,varsity,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Mathematics, Physics and Astronomy",yes,private,man,Mid-Atlantic,no,club,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Brown,2021,asian,bisexual,"Cognitive Science, Neuroscience, Pre-Medical",no,public,woman,South,no,club,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Columbia,2019,white,heterosexual/straight,"Film and Media Studies, other",no,public,woman,South,yes,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Cornell,2020,white,heterosexual/straight,Psychological and Brain Sciences,no,private,man,other,no,club,fraternity,Average,Much higher,Slightly higher,,,,,,,,,,,
Yale,2020,white,heterosexual/straight,"Economics, Engineering Sciences, Political Science",no,private,man,Mid-Atlantic,no,club,none,Much higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,Classics,no,public,man,Mid-Atlantic,no,none,fraternity,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Cornell,2019,white,heterosexual/straight,Business,no,public,man,New England,no,varsity,none,Average,Average,Slightly lower,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Engineering Sciences,no,private,man,New England,other,none,none,Slightly higher,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Economics, Engineering Sciences",no,public,man,New England,no,club,none,Much lower,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Computer Science, Mathematics, Data Science",no,public,man,New England,no,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,"Earth Sciences, Physics and Astronomy",no,public,man,West,no,varsity,fraternity,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Computer Science,no,private,woman,South,no,none,none,Much lower,Much higher,Much lower,,,,,,,,,,,
Dartmouth,,,,,,,,,,,,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2018,two or more races,heterosexual/straight,Engineering Sciences,no,private,man,West,no,club,fraternity,Average,Slightly lower,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Environmental Studies, Engineering Sciences, Pre-Medical",yes,private,man,West,no,none,none,Slightly lower,Much higher,Average,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,"English, Biological Sciences",no,private,woman,South,no,none,sorority,Slightly higher,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Undecided,no,private,man,Mid-Atlantic,no,club,none,Slightly lower,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,white,bisexual,"English, Philosophy, Theater",no,private,woman,New England,no,none,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"Biological Sciences, Geography",no,public,woman,Mid-Atlantic,no,varsity,none,Average,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2018,hispanic/latino,heterosexual/straight,"Geography, Political Science",no,public,woman,West,yes,none,none,Slightly higher,Much higher,Average,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Political Science,yes,public,man,Midwest,no,club,none,Slightly higher,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,two or more races,heterosexual/straight,"Pre-Medical, Biological Sciences, Engineering Sciences",no,public,man,New England,no,none,none,Slightly higher,Average,Slightly higher,,,,,,,,,,,
Dartmouth,,,,,,,,,,,,Average,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2021,hispanic/latino,heterosexual/straight,"Computer Science, Economics, Mathematics",no,private,man,International,yes,none,none,Much higher,Much higher,Slightly higher,,,,,,,,,,,
